claim_amount,policy_age_days,claim_frequency_12m,days_since_inception,premium_paid,sum_assured,policyholder_age,num_policies,num_past_claims,claim_to_premium_ratio,is_high_risk_state,product_type,has_telematics,claim_filed_weekend,claim_filed_night,multiple_claims_same_period,address_change_before_claim,beneficiary_change_before_claim,late_premium_payments,claim_docs_submitted_count,kyc_verification_score,agent_fraud_history_score,is_fraud
248131.69,2666,0,621,20192.7,110364.54,24,4,0,12.2876,0,4,0,1,0,0,0,0,3,2,95.7,84.5,0
36887.55,2350,3,2276,18363.45,345564.39,42,1,0,2.0086,0,0,0,0,0,0,0,0,1,8,71.5,75.7,0
1373966.98,857,3,3457,40963.94,7073263.18,28,4,0,33.5401,1,6,0,0,0,0,0,0,2,5,89.3,84.7,0
91256.27,2837,0,553,14824.62,344949.49,23,6,1,6.1553,0,4,0,0,1,0,0,0,1,5,48.7,92.9,0
139819.9,497,1,2538,33302.09,23179814.5,18,7,2,4.1984,1,5,0,0,0,0,0,0,1,4,67.7,79.1,0
127783.89,386,1,3060,34973.76,269403.39,63,2,1,3.6536,0,6,0,0,0,0,0,0,2,8,88.4,82.6,0
11428.19,2250,1,2727,18978.01,4728122.49,45,7,0,0.6021,0,6,0,1,0,0,0,0,1,7,26.8,92.5,0
739055.36,1831,1,1994,88767.44,1136124.53,19,7,1,8.3257,0,5,0,0,0,0,0,0,2,7,67.2,87.2,0
38821.2,99,2,1664,7940.49,1243437.76,41,4,1,4.8884,0,6,0,0,0,0,0,0,2,3,70.5,96.0,0
114144.36,2465,2,2753,111701.59,7088121.88,65,6,1,1.0219,1,1,1,0,0,0,0,0,1,8,91.1,70.9,0
398910.16,745,3,93,9165.68,292598.12,26,1,2,43.5174,0,7,0,1,0,0,0,0,0,2,89.7,95.5,0
1456220.79,3103,0,1924,10692.15,5124961.94,30,5,0,136.1826,0,5,0,1,0,0,0,0,0,6,65.7,83.6,0
32212.23,1412,2,36,29260.35,1892980.86,43,2,1,1.1008,0,5,0,1,0,0,0,0,1,9,75.3,83.9,0
83305.9,453,0,845,50658.94,5957617.5,44,6,0,1.6444,0,5,0,0,0,0,0,0,3,8,79.8,71.3,0
1294490.77,465,2,2267,16381.49,324609.21,55,5,1,79.0167,0,0,0,0,0,0,0,0,1,1,85.7,76.6,0
326299.46,1933,2,709,29690.23,147632.47,40,4,2,10.9898,0,3,0,0,0,0,0,0,0,1,61.5,75.3,0
445412.92,2625,1,2168,6730.03,15423025.44,26,6,1,66.1731,0,7,1,0,0,0,1,0,1,4,79.1,57.7,0
33634.32,2221,0,753,49998.28,1507917.3,70,2,1,0.6727,0,1,0,0,1,0,0,0,2,5,89.6,68.3,0
92151.17,1191,1,2901,468106.14,19997147.35,25,3,0,0.1969,1,0,0,0,0,0,0,0,2,6,71.6,75.7,0
126531.54,2647,0,2810,14897.59,489958.01,62,2,0,8.4929,0,6,0,0,0,0,0,0,2,9,92.0,86.5,0
44943.34,1897,0,2605,17446.99,1076237.87,63,4,2,2.5758,0,6,0,0,0,0,0,0,1,4,78.1,71.5,0
13202.29,2037,1,3412,17831.44,583518.67,61,3,0,0.7404,0,3,1,0,0,0,0,0,3,1,92.4,78.6,0
75678.71,2802,3,192,53745.32,104792.51,55,6,2,1.4081,0,3,0,0,0,0,0,0,1,6,44.5,74.9,0
1241005.26,3289,2,2365,652.46,6602890.63,69,4,0,1899.1296,1,4,0,1,0,0,0,0,2,1,71.7,68.1,0
177861.46,1524,2,2437,57398.35,4440325.45,46,6,1,3.0987,1,0,0,0,0,0,0,0,1,7,63.9,76.8,0
1278804.7,2997,1,1271,16080.01,965514.81,26,3,0,79.5227,0,3,0,0,0,0,0,0,0,4,57.9,83.8,0
212890.1,1165,1,1693,71487.37,2655795.95,21,2,1,2.978,0,2,0,1,0,0,0,0,1,4,81.3,73.8,0
51685.8,897,0,2935,54135.4,643715.36,70,2,0,0.9547,0,4,0,1,1,0,0,0,1,6,95.5,88.4,0
1106185.89,610,1,3534,42508.03,252618.93,70,1,0,26.0224,0,1,0,0,0,0,0,0,1,3,51.6,85.2,0
223795.78,157,0,1376,69534.35,272518.49,27,7,1,3.2184,1,7,0,0,0,0,0,0,2,7,80.8,58.8,0
688835.83,829,0,2119,35562.73,597260.15,57,5,1,19.3691,0,4,0,0,0,0,0,0,3,2,50.8,77.9,0
32777.83,1375,0,1561,11729.65,435364.08,57,7,2,2.7942,1,4,0,0,0,1,0,0,3,7,64.2,82.7,0
773077.39,584,1,1732,24146.52,495368.62,67,4,2,32.0148,1,1,0,0,0,0,0,0,1,1,96.5,99.4,0
808821.81,2434,2,3161,5273.41,95856.43,69,2,0,153.3483,1,7,0,0,0,0,0,0,1,6,89.9,78.1,0
251362.33,1848,0,411,21069.77,3188864.96,24,4,0,11.9294,0,2,0,0,0,0,0,0,1,3,85.5,97.8,0
48514.45,737,3,958,34923.16,240221.29,18,7,0,1.3891,1,5,1,0,0,0,0,0,1,9,88.9,78.9,0
151901.38,1886,1,758,265635.73,5219625.75,59,7,0,0.5718,0,2,0,0,1,0,0,0,3,2,89.0,77.2,0
407149.91,633,2,806,21432.26,640627.46,49,4,0,18.9962,1,7,0,1,0,0,0,0,1,9,54.5,69.6,0
231388.88,411,3,2319,15447.19,2711857.22,30,7,1,14.9784,0,0,0,1,0,0,0,0,3,3,64.3,92.9,0
400962.87,1497,3,616,10341.52,131924.46,54,7,0,38.7684,0,3,1,1,1,0,0,0,4,5,78.3,85.3,0
742938.73,2470,0,732,20768.37,4907085.99,25,3,1,35.7709,0,5,0,1,0,0,0,0,2,7,92.1,88.1,0
61533.07,3442,0,1651,26593.41,54510932.6,37,4,0,2.3138,1,6,0,0,0,0,0,0,1,5,74.0,79.1,0
28778.58,1505,1,1382,43199.74,664456.82,37,4,2,0.6662,0,5,0,0,0,0,0,0,1,1,94.1,82.4,0
153843.6,436,2,2648,2551.86,1136506.64,29,2,1,60.2632,1,0,0,0,0,0,0,0,3,4,79.5,54.5,0
99248.82,1360,4,303,5576.65,412397.97,67,1,3,17.794,1,6,0,0,0,0,0,1,0,7,89.4,58.9,1
529013.71,3064,1,3184,22042.67,48536.12,58,6,0,23.9984,0,3,0,0,0,0,0,0,3,4,74.4,95.2,0
32475.86,2811,1,32,17277.73,3912043.24,41,4,1,1.8795,1,2,0,0,0,0,0,0,2,3,68.9,85.4,0
752061.07,160,1,2553,5555.69,202482.79,57,4,2,135.3434,0,7,1,0,1,0,0,0,1,7,86.3,88.9,0
1239747.35,472,3,2122,32788.77,39989.56,24,2,0,37.809,0,1,0,0,0,0,0,0,0,3,78.8,71.9,0
162829.26,3458,0,1569,8736.29,189693.54,52,3,0,18.6361,0,1,0,0,1,0,0,0,2,3,57.1,66.8,1
178278.85,2882,2,1001,91552.22,113623.53,68,2,0,1.9473,0,2,0,0,0,0,0,0,3,8,54.4,77.7,0
51466.18,2196,0,186,12207.91,890797.21,61,3,0,4.2155,0,5,0,0,0,0,0,0,1,5,46.4,91.4,0
72114.37,57,2,3029,11365.03,9417383.07,69,4,0,6.3447,1,3,0,0,0,0,0,1,2,4,80.5,78.0,0
88211.71,3134,0,1877,24263.48,1886587.42,58,5,0,3.6354,0,7,0,0,0,0,0,0,1,3,45.5,95.1,0
1417506.79,3035,1,3234,70047.2,1003674.48,65,6,0,20.2362,0,4,0,0,0,0,0,0,2,5,99.3,66.2,0
146121.51,1511,1,2793,8337.53,61111.09,33,3,0,17.5237,0,3,0,1,0,0,0,0,0,2,86.2,82.7,0
22398.3,512,2,3474,16567.03,140496.17,66,1,0,1.3519,0,0,0,1,0,0,0,0,2,6,56.9,82.0,0
238716.4,2736,2,2821,18578.69,268090.81,53,3,0,12.8482,0,3,0,0,0,0,0,0,0,6,91.9,73.3,0
562100.08,2259,2,2575,120915.95,1210888.82,56,7,0,4.6486,0,2,1,0,0,0,0,0,2,2,75.3,78.0,0
156667.8,647,0,3409,38664.82,3752932.31,67,6,4,4.0518,0,4,0,0,0,0,0,0,0,9,43.5,78.3,0
1474486.22,2115,2,589,8913.43,562251.44,65,4,1,165.4044,1,3,0,1,0,0,0,0,2,3,68.0,90.4,0
522438.73,2866,0,1099,5339.07,525285.6,45,7,2,97.8337,0,6,0,1,1,0,0,0,2,7,49.9,85.2,0
33735.53,2812,0,3477,5813.72,1064077.88,34,2,0,5.8017,0,4,0,1,0,0,0,0,2,6,62.6,69.0,0
71171.72,2850,2,3115,101091.17,3703177.68,35,5,1,0.704,0,7,0,1,0,1,0,0,2,9,78.0,63.8,0
228510.95,105,0,116,9700.4,5544403.64,38,3,1,23.5544,0,3,1,1,0,0,0,0,3,4,67.1,72.2,0
13369.3,2903,1,1329,40398.9,360210.4,32,6,1,0.3309,1,0,1,1,0,0,0,0,1,9,46.1,83.5,0
269556.99,3141,0,2972,23245.15,605617.21,45,1,0,11.5958,0,5,1,0,0,0,0,0,1,9,65.0,76.8,0
11586.85,1387,1,1344,10851.76,179811.09,59,3,1,1.0676,0,7,0,0,0,0,0,0,0,5,70.0,83.2,0
755511.43,2371,0,994,55163.38,444337.58,29,6,0,13.6956,0,6,0,0,0,0,0,0,2,7,55.8,71.4,0
634701.78,600,2,1235,28926.04,2863723.09,34,7,1,21.9415,0,6,1,0,0,0,0,0,2,3,47.9,93.4,0
347031.92,1186,1,3188,35085.44,5289090.67,47,4,1,9.8908,0,7,0,0,0,0,0,0,1,1,86.0,87.9,0
59052.52,627,2,3249,28038.47,6552205.5,56,6,0,2.106,0,4,0,0,0,0,0,0,0,5,70.2,82.0,0
210092.72,1323,3,2516,18688.61,1202270.44,21,4,2,11.2412,0,5,0,0,0,0,0,0,1,1,66.2,92.6,0
75352.6,3605,1,3454,19850.15,3582555.2,60,2,0,3.7959,0,4,0,1,0,0,0,0,2,3,49.1,85.4,0
34675.1,1548,0,478,52256.04,1129491.84,56,6,0,0.6635,0,0,0,0,0,0,0,0,1,4,92.0,90.4,0
97917.98,32,1,3101,12460.89,750039.77,20,3,0,7.8574,0,0,0,0,0,0,0,0,2,9,76.4,76.6,0
463887.95,1393,0,727,73469.25,245748.92,51,2,1,6.314,1,1,0,0,0,0,0,0,3,2,77.8,55.8,0
173810.57,3542,0,847,3771.67,1623472.18,48,3,2,46.071,0,1,1,0,0,0,0,0,0,1,52.9,76.6,0
1434124.17,1378,2,324,69223.31,57550.22,70,1,2,20.7171,0,4,0,0,0,0,0,1,2,4,48.5,87.3,1
513328.26,2647,0,1797,45435.35,735612.11,50,5,0,11.2977,1,2,0,0,1,0,0,0,3,1,53.8,92.9,0
437151.99,2359,0,708,18860.73,1302215.08,43,3,1,23.1767,0,4,0,0,0,0,0,0,1,8,78.1,71.5,0
14568.4,449,2,1320,2209.37,431227.23,56,4,0,6.5909,0,6,1,0,0,0,0,0,2,3,65.5,84.9,0
106113.25,1809,2,3141,23093.16,2013709.02,41,2,0,4.5948,0,3,0,1,0,0,0,0,1,8,88.8,47.2,0
32972.9,359,1,968,13788.67,24555042.39,72,4,1,2.3911,0,3,0,0,1,0,0,0,4,4,85.4,78.7,0
123685.3,2917,1,1213,88599.45,481666.35,23,6,0,1.396,1,0,0,1,0,0,0,0,0,3,37.2,90.7,0
57531.38,2920,1,2968,10447.48,41150.42,21,2,1,5.5062,1,7,0,1,1,0,0,0,1,2,43.6,74.3,0
92373.24,3233,1,295,32594.19,6380728.18,20,2,1,2.834,0,6,1,0,0,0,0,0,1,3,57.5,88.8,0
799501.83,2240,2,2294,58903.91,136771.73,33,4,1,13.5728,1,1,0,1,0,0,0,0,0,2,63.8,82.2,0
331994.9,476,0,1590,39585.06,1644734.0,60,2,0,8.3867,0,5,0,1,0,0,0,0,0,1,90.6,80.2,0
737242.12,138,0,275,65019.36,8945952.2,65,7,1,11.3386,0,4,1,0,0,0,0,0,2,2,82.1,82.1,0
14749.66,1892,2,2256,7440.35,728780.86,35,3,1,1.9821,0,1,0,0,0,0,0,0,1,7,54.9,97.8,0
177541.92,1966,6,3604,53054.06,569003.02,54,6,2,3.3464,0,7,0,0,0,1,0,0,2,3,89.1,78.6,1
693882.19,2559,3,2623,11078.95,7221334.15,61,3,0,62.625,1,2,0,0,0,0,0,0,0,3,64.1,86.7,0
1558826.53,3017,2,2865,48093.58,1460313.37,55,7,0,32.4117,0,0,0,0,1,0,0,0,0,6,53.8,80.9,0
15960.42,474,1,1099,92003.93,1776194.85,48,3,0,0.1735,1,1,0,1,0,0,0,0,1,2,86.4,94.5,0
96064.44,497,1,1837,24835.39,1778758.85,29,3,1,3.8679,1,0,0,1,0,0,0,0,2,3,70.8,61.4,0
767842.58,110,0,2406,22323.07,2149324.03,59,6,0,34.3953,0,7,0,0,0,0,0,0,3,4,43.8,95.0,0
121976.36,3123,0,734,47043.92,452822.34,22,6,0,2.5928,0,1,0,0,0,0,0,0,2,7,67.2,84.7,0
41538.4,802,2,3335,36940.43,916990.71,63,7,2,1.1244,0,5,0,0,0,0,0,0,3,9,91.8,82.1,0
15914.74,910,1,827,48592.05,536406.63,21,7,0,0.3275,0,7,1,0,0,0,0,0,2,6,83.8,59.8,0
39220.22,1498,1,1647,20619.72,1852356.63,54,4,1,1.902,1,5,0,0,0,1,0,0,3,2,82.8,79.3,0
12921.5,1381,3,60,1138.47,2007117.66,41,2,1,11.3399,0,2,0,0,0,0,0,0,0,4,62.2,76.7,0
177671.33,1503,2,359,33828.74,958966.5,39,3,1,5.2519,0,3,1,1,0,0,0,0,0,1,40.6,84.2,0
624349.31,2031,1,1377,71179.73,625054.1,21,7,2,8.7713,0,3,0,0,0,0,0,0,0,8,56.1,83.0,0
24551.74,1318,1,608,26948.57,47419.15,23,2,2,0.911,0,7,0,0,0,0,0,0,1,5,98.5,81.5,0
239568.49,2608,0,1292,76833.12,2443490.34,31,7,0,3.118,0,5,1,0,0,0,0,0,0,9,88.6,90.3,0
578333.83,3499,0,3648,36371.08,623527.95,67,3,1,15.9005,1,2,0,0,0,1,0,0,1,3,75.4,78.8,1
162094.94,28,1,1703,60795.83,477154.78,26,2,0,2.6662,0,0,0,0,0,0,0,0,1,1,41.9,83.0,0
14529.82,376,1,2580,23580.01,8651134.34,71,3,1,0.6162,0,6,0,0,0,0,0,0,2,8,76.5,92.6,0
290487.94,937,2,1313,101290.87,2335979.67,73,1,0,2.8678,0,2,0,0,0,0,0,0,4,9,53.9,91.9,0
149945.86,1260,1,395,12199.75,229898.44,49,5,1,12.2899,1,3,0,0,0,0,0,0,1,9,89.2,85.1,0
128700.47,488,2,2331,35407.42,631826.22,40,3,1,3.6347,0,3,0,0,0,0,0,0,2,9,86.2,79.1,0
71664.02,3000,3,2517,21265.0,3207733.02,26,4,1,3.3699,0,6,0,0,0,0,0,0,4,9,73.6,80.5,0
185383.35,3025,1,1278,25063.67,1915794.14,43,4,1,7.3962,0,3,0,1,0,0,0,0,2,3,81.5,76.4,0
349663.61,1402,2,1607,16534.08,1306391.31,18,5,3,21.1468,0,2,0,1,0,0,0,0,1,6,85.2,71.6,0
5873564.23,2636,1,2420,34637.35,465374.4,37,4,0,169.5682,1,6,0,0,0,0,0,0,3,9,83.0,82.2,0
192624.52,2011,1,2809,22593.69,23635272.18,26,1,1,8.5252,0,6,0,0,0,0,0,0,0,8,65.2,74.7,0
1570197.15,3393,2,2957,11440.08,1053732.12,44,6,0,137.242,0,4,0,0,0,0,0,0,1,1,65.2,89.3,0
278349.45,2024,4,2279,20109.85,368259.74,25,5,1,13.8408,0,4,0,0,0,0,0,0,0,7,88.0,98.1,1
140183.49,3132,2,1915,9570.44,181034.68,71,3,1,14.646,0,7,0,0,1,0,0,1,1,3,43.0,85.5,1
203377.94,225,1,3552,43396.28,1130414.67,68,2,1,4.6864,0,3,0,0,0,0,0,0,1,9,53.6,90.1,0
26040.17,1477,3,3589,10347.58,1473518.76,28,3,1,2.5163,0,5,0,0,1,0,0,0,0,2,67.1,88.5,0
257503.97,52,1,1320,5099.07,1068413.45,44,7,0,50.4903,0,2,0,1,0,0,0,0,3,7,92.4,68.2,0
8200.11,1384,0,2408,25602.24,883150.11,50,4,1,0.3203,1,1,0,1,0,0,0,0,2,3,83.8,72.8,0
44622.81,2859,0,2214,6391.49,352644.11,19,1,1,6.9805,0,2,1,1,0,0,0,0,2,8,46.4,83.6,0
191906.71,732,1,819,275915.47,9148791.44,73,4,0,0.6955,0,2,0,0,0,0,0,1,3,5,65.0,74.3,0
975761.44,2298,0,3260,12017.45,3602808.79,33,1,1,81.1886,1,4,1,0,0,0,0,0,0,8,66.6,62.5,0
1391560.86,2008,0,326,11070.13,293686.64,54,4,1,125.6928,0,1,0,1,0,0,0,0,2,5,64.2,74.5,0
114139.9,1748,1,314,31775.13,397639.12,19,7,1,3.592,0,4,0,0,0,0,0,0,1,5,74.7,91.4,0
205577.01,2472,1,1006,3604.84,3396481.17,59,3,1,57.0122,0,5,0,1,0,0,1,0,1,3,58.6,59.9,1
712506.07,2090,1,728,33794.14,1987681.48,27,7,0,21.0831,0,4,0,1,0,0,0,0,4,9,49.5,90.0,0
22153.7,1445,1,2052,68528.92,884259.23,59,5,1,0.3233,0,4,0,0,0,0,0,0,1,7,91.2,85.8,0
298677.97,980,1,2141,22459.61,643428.11,55,2,1,13.2979,0,1,1,0,0,0,0,0,1,7,71.1,77.9,0
47012.12,1431,2,2797,139631.62,18954910.35,66,5,0,0.3367,0,4,0,1,0,0,0,0,5,6,92.0,90.1,0
125776.58,323,1,1484,16747.5,1059673.0,27,1,0,7.5097,0,0,0,1,0,0,0,0,1,6,76.7,75.8,0
81753.6,325,0,1899,14595.85,1711157.29,58,5,0,5.6008,0,1,0,0,0,0,0,0,0,4,61.9,94.3,0
312711.77,2383,0,2483,5180.01,42079957.52,35,3,1,60.3573,0,3,0,0,0,0,0,0,1,8,79.9,92.9,0
371556.24,622,1,597,33753.28,440690.66,32,1,0,11.0077,0,3,0,0,1,0,0,0,2,9,90.3,66.8,1
619469.05,117,0,1078,24052.88,2556589.98,57,3,0,25.7534,1,1,0,1,0,0,0,0,1,2,58.0,91.6,0
274387.95,581,0,706,47423.1,15128691.91,45,7,1,5.7858,0,7,0,0,0,0,0,0,2,8,89.5,69.9,0
210550.47,2146,0,210,15167.03,2167202.14,40,4,0,13.8812,0,7,0,0,0,0,0,0,2,8,75.0,91.3,0
2626166.41,2298,0,574,35716.37,17870917.55,57,4,2,73.5263,0,0,0,0,0,0,0,0,1,7,62.1,91.6,0
16538.75,1511,3,2504,16517.84,4286518.64,74,7,1,1.0012,0,7,1,0,0,0,0,0,0,9,75.6,83.8,0
2070736.27,891,1,847,40755.33,1371454.71,30,2,0,50.8077,0,1,0,0,0,0,0,0,1,6,94.4,90.3,0
105373.57,186,1,1373,10750.75,11103686.37,39,6,0,9.8006,1,4,0,1,0,0,0,0,1,8,54.8,96.9,0
383209.6,1767,4,2252,19269.64,289876.2,51,2,3,19.8857,1,3,1,0,0,0,0,0,0,6,52.5,88.1,1
99858.6,3576,1,1894,14321.61,822804.83,72,6,1,6.9721,1,2,0,0,0,0,0,0,0,2,83.7,56.9,0
56737.32,1838,0,1184,56936.28,2731165.11,18,7,3,0.9965,1,5,1,0,1,0,0,0,2,6,59.8,70.0,0
336672.45,431,2,2925,21766.16,1143470.24,41,2,0,15.467,0,3,0,0,0,0,0,0,2,8,57.3,59.9,0
776997.54,1809,2,3615,20933.56,1506651.97,74,4,1,37.1155,0,3,0,0,0,0,0,0,0,7,62.0,79.2,0
330880.29,1417,0,1167,2598.8,34858286.56,36,1,0,127.2714,0,0,0,0,1,0,0,0,0,6,89.6,84.4,0
72173.36,836,1,3426,36634.76,104899.26,23,2,0,1.97,0,5,0,0,0,0,0,0,1,9,47.4,81.7,0
36653705.79,2782,2,378,19713.29,1051819.09,66,2,0,1859.2455,1,2,1,0,0,0,0,0,2,2,84.2,92.0,0
982504.8,1776,1,708,41008.51,1592483.27,31,5,1,23.958,0,5,0,0,0,1,0,0,0,3,98.6,98.4,1
660012.11,3022,1,1898,31734.16,369250.48,68,6,1,20.7975,0,2,0,0,1,0,0,0,1,6,88.3,93.1,1
95851.33,1310,2,1929,4617.94,147989.55,33,7,0,20.7518,0,6,0,1,0,0,0,0,1,4,81.4,84.0,0
63719.84,1887,1,3077,7623.03,4902341.41,69,7,0,8.3578,1,4,0,1,0,0,0,0,1,4,63.6,83.8,0
106963.33,3645,4,1934,5423.14,1255352.05,62,2,0,19.7199,0,6,0,0,0,0,0,0,2,6,69.6,91.9,1
824151.64,193,1,1339,45677.69,1993473.73,33,3,1,18.0424,1,3,0,0,1,0,0,0,4,6,63.5,89.7,0
36830.94,1435,3,773,15777.05,2907079.34,72,4,2,2.3343,1,7,0,0,0,0,0,0,3,8,85.6,77.3,0
32783.95,2242,4,1670,32548.91,365353.51,30,7,0,1.0072,0,1,1,0,0,0,0,0,0,6,78.7,90.4,0
365609.57,1064,1,2441,3636.63,80599.95,22,5,0,100.5076,1,1,0,0,0,0,0,0,0,9,94.1,86.7,0
262707.01,317,0,1655,47422.66,1130349.74,53,2,0,5.5396,0,5,1,1,0,0,0,0,1,2,86.7,82.7,0
51253.01,3064,0,1757,20535.26,3991150.99,73,2,3,2.4957,1,6,0,0,0,0,0,0,0,6,48.4,97.4,0
31672.2,377,0,2318,29326.19,508014.46,40,4,0,1.08,0,6,1,1,0,0,0,0,1,9,84.5,70.5,0
1406824.35,2345,2,3604,87708.49,1190307.36,51,2,0,16.0396,1,2,1,0,1,0,0,0,4,6,81.3,86.9,1
278036.21,3274,0,201,69174.04,1875499.08,40,4,1,4.0193,1,5,0,0,1,0,0,0,1,8,76.9,75.6,0
21050.85,1624,1,2449,19251.99,101472.22,40,5,1,1.0934,0,7,0,0,0,0,0,0,1,8,40.2,95.0,0
23378.26,2516,1,668,42029.54,1623623.63,67,7,1,0.5562,0,6,0,0,0,0,0,0,1,2,42.7,96.1,0
94630.21,1194,1,2202,16115.29,336792.12,45,7,2,5.8717,1,6,0,0,0,0,0,0,0,7,89.4,91.0,0
488582.06,190,2,249,25379.07,6513533.83,43,4,2,19.2506,1,6,0,0,0,0,0,0,2,8,35.7,80.9,0
397326.33,1143,2,3649,19625.43,2220698.3,62,2,0,20.2445,0,3,1,0,0,0,0,0,1,5,51.5,60.9,0
888702.49,2640,0,2947,99772.82,352037.82,61,6,1,8.9072,0,0,0,1,0,0,0,0,2,5,77.4,73.2,0
17404.35,2665,0,2440,10560.21,334915.32,61,5,1,1.648,1,7,0,0,0,0,0,0,1,9,87.9,82.3,0
227696.76,2598,0,184,45476.39,4868912.6,20,2,0,5.0068,0,5,0,0,0,0,0,0,2,3,98.2,98.9,0
1381755.7,2225,0,1963,6613.31,234862.37,41,3,0,208.904,0,0,0,0,0,0,0,0,0,5,62.0,82.1,0
1201645.7,1770,2,1798,21397.36,319230.13,48,1,0,56.156,0,3,0,0,0,0,0,0,3,1,75.7,47.4,0
278832.07,747,2,2052,22234.26,1873386.69,35,5,4,12.5401,0,4,0,0,0,0,0,0,3,6,86.5,82.5,0
5509738.73,1769,0,1080,7553.36,3240904.61,51,4,2,729.3455,0,6,0,1,0,1,0,0,1,6,49.9,74.0,1
405926.62,2962,0,196,9479.89,1387061.91,65,3,0,42.8152,1,6,0,1,0,0,0,0,1,1,86.1,74.0,0
777718.53,3427,0,132,5971.2,2106459.01,28,2,0,130.2231,0,4,0,1,0,0,0,0,1,2,57.4,75.7,0
173975.87,2782,1,1799,21653.99,1729901.63,43,1,1,8.034,1,7,0,1,0,0,0,1,2,8,56.9,94.6,0
50439.86,485,2,2994,11592.82,236939.6,30,1,1,4.3506,0,2,0,1,0,0,0,0,0,5,69.5,74.4,0
43791.11,1381,1,1475,6932.98,673849.85,59,3,2,6.3154,1,0,0,0,0,0,0,0,0,6,80.8,68.2,0
213720.17,651,2,428,78479.28,89558.74,53,3,0,2.7232,0,0,0,1,0,0,0,0,1,8,62.5,62.3,0
118509.33,2052,2,2397,41778.15,10755961.76,52,7,0,2.8366,0,5,0,0,1,0,0,0,3,8,70.7,88.2,0
11465.77,2405,4,1359,195290.8,1616757.93,30,3,0,0.0587,0,4,0,0,0,0,0,0,1,8,74.4,70.4,0
34937.28,2109,2,2995,37832.68,447863.05,32,4,2,0.9234,1,4,1,0,0,0,0,0,0,9,88.9,59.4,0
100951.41,124,0,3245,27338.94,517041.35,55,4,1,3.6925,0,7,0,0,0,0,0,0,3,4,60.0,75.2,0
484522.46,1907,0,1190,8058.29,816389.39,56,4,1,60.1197,1,3,0,1,0,0,0,0,2,9,79.9,89.8,0
158877.57,3596,2,2993,44010.25,1476518.16,52,2,1,3.6099,1,4,0,0,0,0,0,0,1,1,78.0,82.6,0
146079.12,1841,2,3452,27686.15,2196815.99,65,4,1,5.2761,0,7,0,0,0,0,0,0,3,6,63.5,66.7,0
37035.46,623,2,349,44207.45,1185336.29,29,3,0,0.8377,0,4,0,0,0,0,0,0,2,2,49.4,79.2,0
168509.79,1308,1,2983,34855.96,1179699.03,55,3,0,4.8343,0,0,0,0,0,0,0,0,6,3,62.1,53.3,0
1177202.64,3319,2,1521,50932.97,211406.81,18,5,1,23.1123,0,6,0,0,1,0,0,0,4,7,49.1,78.8,1
205533.16,1242,1,3447,4799.29,4251902.37,52,2,1,42.8168,1,6,0,0,0,0,0,0,2,8,82.9,95.0,0
16967.07,3362,3,1400,10934.9,25742614.73,21,3,1,1.5515,0,4,0,0,0,0,0,0,2,3,84.5,82.6,0
24902.31,193,1,3445,10800.15,1566488.29,67,2,0,2.3055,0,2,0,0,0,0,0,0,3,4,69.7,66.9,0
393636.56,1798,1,2922,16141.98,879395.57,33,1,1,24.3844,1,0,0,1,0,0,0,0,1,1,92.6,93.4,0
116253.31,2977,2,2103,9324.35,4026919.6,68,2,0,12.4664,1,2,0,1,0,0,0,0,3,7,74.9,98.2,0
145528.85,2479,1,2957,28339.19,918974.91,72,7,0,5.1351,0,2,0,0,0,0,0,0,1,5,83.0,62.2,0
64919.2,2200,1,2043,35924.24,4956477.91,46,3,1,1.8071,0,6,0,0,1,0,0,0,0,9,80.5,89.2,0
346319.94,1058,1,3596,26634.43,1451610.74,71,7,1,13.0022,0,5,0,0,0,0,0,0,2,2,88.0,95.4,0
103634.28,2120,0,2087,11749.03,311341.0,55,7,2,8.8199,0,0,0,1,0,0,0,0,2,6,68.2,80.7,0
123017.29,16,0,1390,109445.33,116018.99,67,4,2,1.124,1,5,0,1,1,0,0,0,4,3,72.3,75.5,0
45395.35,1104,1,1778,5928.71,85525.25,72,5,0,7.6556,0,5,1,0,0,0,0,0,3,6,85.6,94.0,0
648577.61,1296,0,3008,39121.35,1265121.81,24,2,0,16.5782,1,4,0,0,0,0,0,0,1,1,96.5,96.2,0
116809.63,2932,4,2639,59755.39,4471970.52,41,3,1,1.9548,0,2,1,0,1,0,1,0,2,5,78.2,81.7,1
405072.16,2931,1,3408,89878.96,2337215.15,35,6,1,4.5068,1,1,0,0,0,0,0,0,0,7,73.0,92.7,0
27163.04,1506,2,3229,34513.9,1072924.54,22,1,1,0.787,0,7,0,1,0,0,0,0,0,1,52.0,96.6,0
2193095.79,3156,2,3507,8317.22,109843.91,71,1,0,263.6496,1,2,0,1,0,0,0,0,1,8,92.1,74.4,0
1105779.48,1166,2,1438,6557.73,83721.11,20,6,1,168.5966,1,6,0,0,0,0,0,0,1,7,85.5,90.0,0
9277.09,634,0,321,32732.26,721833.53,46,7,1,0.2834,1,4,1,0,0,0,0,0,1,4,66.6,87.4,0
48878.54,1851,1,2402,9441.67,688401.97,41,1,0,5.1763,0,0,1,0,0,0,0,0,2,7,64.2,87.0,0
333184.47,2750,1,221,63011.96,5929842.3,61,6,0,5.2876,0,4,0,1,0,0,0,0,3,4,78.7,80.6,0
